u	angle	cd	cl
60.0	5.5	0.010152697785	0.57501676213
60.0	6.0	0.01006141958	0.65336798147
60.0	6.5	0.011292999176	0.6555268925100001
60.0	7.0	0.019769561932	0.62269264916
60.0	7.5	0.012291104232999998	0.76148115212
60.0	8.0	0.013468941518999999	0.79999772559
60.0	8.5	0.015329169901	0.82314861206
60.0	9.0	0.016409301577	0.8738135493100001
60.0	9.5	0.021379025135	0.87860844551
60.0	10.0	0.017360369442	0.98477977564
60.0	10.5	0.022365929861	0.98613476394
60.0	11.0	0.019601259221000002	1.079777637
60.0	11.5	0.023613790261	1.096137018
60.0	12.0	0.03472175045	1.0509031051
60.0	12.5	0.040771691025	1.0948011299
60.0	13.0	0.06300862988099999	1.0272701255
60.0	13.5	0.10937953282	0.79442688776
60.0	14.0	0.057835620642	1.1566433254000001
60.0	14.5	0.11392785502000001	0.46422497273
60.0	15.0	0.10969192045	0.34478229019
